Code_terrain	Secteur	Code_secteur	Type	Numero_unique	Code_unique	Nom_nid_nichoir	Localisation	Position	Orientation	Materiel	Installation - Remarques	INSEE_COM	NOM_COMM	CODE_DEPT	NOM_DEPT	NOM_REGION	LATITUDE	LONGITUDE	ALTITUDE
446	SPChartreuse	P	B	B24a	PB24a	Passerelle_herbetan	Descente en aval RD	A COMPLETER		RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3368754	5,8065319	796
457	SPChartreuse	P	B	B25a	PB25a	Cottaves	Descente en amont ou aval	RD	Donne vers RG	RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3094961	5,7696622	1111
460	SPChartreuse	P	B	B26a	PB26a	Cherlieu	A COMPLETER			RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3128612	5,7859862	955
458	SPChartreuse	P	B	B27a	PB27a	Chevaliere	A COMPLETER			Petite echelle (acces) mais on peut voir de loin	Anciennement Cherlieu_ouest (Guillets)	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3135894	5,7830358	956
459	SPChartreuse	P	B	B28a	PB28a	Chevaliere_passerelle	A COMPLETER				2018	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3148070	5,7859910	930
461	SPChartreuse	P	B	B29a	PB29a	Cherlieu_est	A COMPLETER			RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3147362	5,7900310	946
453	SPChartreuse	P	B	B30a	PB30a	Michallets	Se garer vers batiments (ferme, scierie). Descente en amont du pont RD	Milieu	Donne vers l'aval	RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3169392	5,7893658	896
455	SPChartreuse	P	B	B31a	PB31a	Michallets_aval	Sous passerelle au niveau de la maison	A COMPLETER		RAS	Installe juillet 2016	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3190345	5,7948214	876
462	SPChartreuse	P	B	B32a	PB32a	Route_cherlieu	Ancienne route de Cherlieu (chemin)	A COMPLETER		RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3200473	5,7998371	896
451	SPChartreuse	P	B	B33a	PB33a	Ravelle	Prendre le chemin qui descend (DR), le pont est en bas de cette derniere	RG	Donne vers RD	RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3256635	5,8006016	843
444	SPChartreuse	P	N	N01a	PN01a	Baffardiere_2	Dans trou sous pont, a cote nichoir	RG	RAS	RAS	2014 et 2015	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3509539	5,8192563	935
440	SPChartreuse	P	N	N02a	PN02a	Manissola	A COMPLETER			RAS	2014: predate	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3461735	5,8155012	879
441	SPChartreuse	P	N	N03a	PN03a	Carliniere_amont	Dans petit surplomb rocheux	RD	RAS	RAS	2018: vieux nid tombe	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3466410	5,8156300	882
438	SPChartreuse	P	N	N04a	PN04a	Carliniere_cascade	En aval du nichoir, dans une concretion au milieu de la cascade	Milieu	RAS	RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3443789	5,8139670	858
434	SPChartreuse	P	N	N05a	PN05a	Frechette_2	Vers l'aval du pont dans meurtriere - bcp de cavites possibles, bien inspecter	RG et RD			"2014 et 2016: RG ; 2015: RD - Anciennement appele Buissiere"	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3374862	5,8283758	915
431	SPChartreuse	P	N	N06a	PN06a	Pre_barrey_cascade_2	Dans cavite sur mur de la cascade				2016	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3398090	5,8169603	832
467	SPChartreuse	P	N	N07a	PN07a	Brevardiere_amont	Nid dans les racines rive droite, dans un tournant	RD	RAS	RAS		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3140270	5,8089352	920
466	SPChartreuse	P	N	N08a	PN08a	Brevardiere_2	Sous meme pont que nichoir	RG	RAS	RAS	2014 et 2015 : a cote nichoir	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3151624	5,8081627	913
452	SPChartreuse	P	N	N09a	PN09a	Michallets_amont	Sur rocher plein de mousse en surplomb riviere (environ 150-200 m en amont du pont au nichoir)	A COMPLETER		RAS	2014	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3161281	5,7879496	914
454	SPChartreuse	P	N	N10a	PN10a	Michallets_2	Sous pont en face du nichoir	RD	RAS	RAS	2015	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3168990	5,7893810	896
456	SPChartreuse	P	N	N11a	PN11a	Michallets_aval_2	Sous passerelle au niveau de la maison	A COMPLETER		RAS	2016	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3190279	5,7948361	876
449	SPChartreuse	P	N	N12a	PN12a	Petit_bargettes_2	En face du nichoir	RD	RAS	RAS	2014 et 2015	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3324859	5,8081802	820
447	SPChartreuse	P	N	N13a	PN13a	Passerelle_herbetan_2	Sous meme passerelle que nichoir				Trouve le 8 fevrier 2017, vieux nid	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3368754	5,8065319	796
426	SPChartreuse	P	N	N14a	PN14a	Pont_dame_2	Nid dans cavite vers mi-hauteur du pont	RD	RAS	Echelle		38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3403143	5,8055663	792
424	SPChartreuse	P	N	N15a	PN15a	Grand_logis_aval	Dans tunnel accessible depuis pont (en descendant vers la droite), rive gauche dans tunnel juste avant la sortie - eau seulement lors de pluies	RG	RAS	RAS	Nid 4/4 en hiver 2016 mais pas actif ensuite	38442	SAINT-PIERRE-DE-CHARTREUSE	38	ISERE	RHONE-ALPES	45,3439370	5,8000320	775
482	Roize	R	B	B01a	RB01a	Herme	Dans buse affluent RG. Acces en aval	Milieu / aval	Donne vers l'aval	RAS	Installe novembre 2015	38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3260822	5,6579751	550
479	Roize	R	B	B02a	RB02a	Pommiers	Descente en aval RD	A COMPLETER		RAS	Installe novembre 2015	38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3191572	5,6540108	495
480	Roize	R	N	B03a	RB03a	Pierrefit	Descente en aval RD (petit chemin)	RD	Donne vers l'aval	RAS		38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3177097	5,6580997	529
478	Roize	R	B	B04a	RB04a	Barniers	Se garer sur la grande route et descendre par petit chemin qui long le champ (passer clotures), on arrive a un ancien pont, le nichoir est dans la cavite sur la rive droite (par rapport a l'arche restante du pont), c'est un peu cache, il faut bien chercher...	RD / Milieu	Donne vers l'aval	Lampe	Pose le 20 / 01 / 2017 - dans partie couverte rive droite par rapport a l'arche restante du pont	38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3166977	5,6530881	476
477	Roize	R	B	B05a	RB05a	Cote_alleyron	"Attention en remontant  sur route du gigot au dos d'ane tres marque! Rouler au pas! ; Descente en amont RG"	RG / Milieu	Donne vers RD	RAS	Installe en decembre 2015	38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3093792	5,6510496	392
471	Roize	R	B	B06a	RB06a	Chalais	Descente en amont RD	A COMPLETER		RAS	Installe decembre 2015	38565	VOREPPE	38	ISERE	RHONE-ALPES	45,3030709	5,6489897	407
474	Roize	R	B	B07a	RB07a	Gigot	Descente en amont RD	A COMPLETER		Echelle telescopique ou 3 pans	Installe novembre 2015	38565	VOREPPE	38	ISERE	RHONE-ALPES	45,3028483	5,6389207	289
472	Roize	R	B	B08a	RB08a	Voreppe	Descente en amont	Milieu	Donne vers l'aval	Echelle telescopique ou 3 pans	Installe decembre 2015 - remonte nvovembre 2017	38565	VOREPPE	38	ISERE	RHONE-ALPES	45,2979506	5,6364477	250
481	Roize	R	B	N01a	RN01a	Pierrefit_aval	Sous petits ponts en aval du nichoir	A COMPLETER		RAS	Installe novembre 2015	38407	LA SURE EN CHARTREUSE	38	ISERE	RHONE-ALPES	45,3175276	5,6568003	514
476	Roize	R	N	N02a	RN02a	Malossane	Dans grotte derriere 2e cascade en aval du vieux barrage (environ 20m)			"Echelle ; Impermeable"	2014 et 2015	38565	VOREPPE	38	ISERE	RHONE-ALPES	45,3078173	5,6453794	350
475	Roize	R	N	N03a	RN03a	Dos_d_ane	A COMPLETER					38565	VOREPPE	38	ISERE	RHONE-ALPES	45,3039614	5,6417370	306
473	Roize	R	N	N04a	RN04a	Voreppe_2	Sous pont au nichoir en hauteur	Milieu	Donne vers l'aval	Echelle 3 pans	2016	38565	VOREPPE	38	ISERE	RHONE-ALPES	45,2979543	5,6364638	250
514	Tier	T	B	B01a	TB01a	Maunard	A COMPLETER			RAS		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5584601	5,7575440	457
512	Tier	T	B	B02a	TB02a	Fleury	Descendre en amont du pont rive gauche	Milieu	Donne vers l'aval	RAS		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5535169	5,7552266	442
508	Tier	T	B	B03a	TB03a	Thiez	A COMPLETER			RAS		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5414802	5,7479954	390
506	Tier	T	B	B04a	TB04a	Envers_amont	A COMPLETER			Echelle ?		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5339202	5,7490468	335
504	Tier	T	B	B05a	TB05a	Envers	Acces difficile, profond juste sous le pont, il faut longer rive gauche puis traverser sur fond peu profond, attention, un peu acrobatique!	A COMPLETER		RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5324772	5,7461178	320
502	Tier	T	B	B06a	TB06a	Rochassieux	A COMPLETER			RAS	Pose le 17/11/2016	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5324622	5,7417727	300
500	Tier	T	B	B07a	TB07a	Agrati	Acces dans l'enceinte de l'usine (portail) - descente en amont RG	Milieu	Donne vers l'aval	RAS	Pose le 20/02/2017	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5287906	5,7411129	289
497	Tier	T	B	B08a	TB08a	Rameaux	A COMPLETER			Petite echelle (plus facile pour descendre)		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5257579	5,7412791	266
490	Tier	T	B	B09a	TB09a	Cretet	Descente en amont RD	Milieu	Donne vers RG	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5276670	5,7388651	261
489	Tier	T	B	B10a	TB10a	Moines	A COMPLETER			RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5314739	5,7329321	256
488	Tier	T	B	B11a	TB11a	Vavre	A COMPLETER			RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5348070	5,7328677	254
487	Tier	T	B	B12a	TB12a	Pont_francais	Descente en aval RD. Attention variations de niveau possibles a cause de l'usine hydroelectrique (si trop haut ne pas traverser!)	RD	Donne vers RG	RAS		73309	VEREL-DE-MONTBEL	73	SAVOIE	RHONE-ALPES	45,5493697	5,7146931	251
484	Tier	T	B	B13a	TB13a	Belle_etoile	Sous grand pont	A COMPLETER			Pose le 17/11/2016	73039	BELMONT-TRAMONET	73	SAVOIE	RHONE-ALPES	45,5561275	5,6886918	239
485	Tier	T	B	B14a	TB14a	Belle_etoile_aval	Dans tunnel du petit affleunt a l'aval du grand pont	RD	Donne vers l'aval	Lampe		73038	BELMONT-TRAMONET	72	SAVOIE	RHONE-ALPES	45,5565821	5,6886864	238
483	Tier	T	B	B15a	TB15a	Route_domessin	Sous passerelle, rive gauche	A COMPLETER		RAS	Pose le 17/11/2016	73039	BELMONT-TRAMONET	73	SAVOIE	RHONE-ALPES	45,5568938	5,6849367	238
518	Tier	T	B	B16a	TB16a	Rue	A COMPLETER			RAS	Pose le 18/11/2016	73022	ATTIGNAT-ONCIN	73	SAVOIE	RHONE-ALPES	45,5215184	5,7808042	495
517	Tier	T	B	B17a	TB17a	Grand_rieu	Pont dans parc chevaux	Milieu	Donne vers l'aval	RAS		73022	ATTIGNAT-ONCIN	73	SAVOIE	RHONE-ALPES	45,5231721	5,7690454	460
516	Tier	T	B	B18a	TB18a	Cietaz	Descente en amont RG	Milieu	Donne vers RG	RAS	Pose le 18/11/2016	73022	ATTIGNAT-ONCIN	73	SAVOIE	RHONE-ALPES	45,5199962	5,7628226	465
515	Tier	T	B	B19a	TB19a	Tannerie	"Descente en amont RD. Route interdite aux non-riverains ; se garer au debut de la route et aller a pied"	A COMPLETER		RAS	Attention Leptospirose en 2018 (ruisseau du Grenant)	73022	ATTIGNAT-ONCIN	73	SAVOIE	RHONE-ALPES	45,5233074	5,7606983	446
495	Tier	T	B	B20a	TB20a	Resistance	Sous passerelle. Acces derriere Eglise	A COMPLETER		RAS	Attention Leptospirose en 2018 (ruisseau du Grenant)	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5247807	5,7419443	272
494	Tier	T	B	B21a	TB21a	Bert	A COMPLETER			RAS	Pose le 17/11/2016	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5249611	5,7400990	264
493	Tier	T	B	B22a	TB22a	Bataillard	Descente en amont ou aval RG	Milieu	Donne vers l'aval	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5195263	5,7392406	278
492	Tier	T	B	B23a	TB23a	Sarrazin	A COMPLETER			RAS	Pose le 20/02/2017	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5226685	5,7391119	268
491	Tier	T	B	B24a	TB24a	Biclou	A COMPLETER			RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5250306	5,7370627	263
513	Tier	T	N	N01a	TN01a	Fleury_2	Sous pont du nichoir	A COMPLETER		RAS		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5535169	5,7552266	442
511	Tier	T	N	N02a	TN02a	Thillerey_cascade	Grande cascade a proximite des tables en pierre (zone pique nique). Acces en remontant par chemin a partir du pont du Thiez ou bien en se garant au bord de la route plus haut et descendre en longeant le champs (plus rapide)	Milieu	Donne vers l'aval	Impermeable		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5460788	5,7499266	428
510	Tier	T	N	N03a	TN03a	Thillerey_aval	Dans 3e? petite cascade a l'aval de la grande cascade	A COMPLETER		RAS		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5449667	5,7491755	425
509	Tier	T	N	N04a	TN04a	Thiez_2	Sous le meme pont que le nichoir	A COMPLETER		RAS	Occupe en 2017	73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5414802	5,7479954	390
507	Tier	T	N	N05a	TN05a	Pataliode	Au niveau de la cascade - remonter le cours d'eau depuis Envers amont sur environ 250 m, acces au nid par rive droite (grande piscine devant la cascade), longer et se retourner au niveau d'un decrochement de la roche	RD	RAS	Echelle		73104	DULLIN	73	SAVOIE	RHONE-ALPES	45,5356637	5,7507956	347
505	Tier	T	N	N06a	TN06a	Envers_2	Sous cascade vegetale (avance de concretion calcaire) rive gauche, a environ 20 m en amont du pont au nichoir	RG	RAS	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5326087	5,7462305	320
503	Tier	T	N	N07a	TN07a	Rochassieux_amont	Nid dans cascade en amont du pont qu nichoir	A COMPLETER		RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5328079	5,7431674	305
501	Tier	T	N	N08a	TN08a	Agrati_cascade	Dans petite cascade amenagee venant du canal, dans jardin des gens (tres gentils), a hauteur de poitrine, vers le milieu de la cascade	Milieu	RAS	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5297715	5,7413006	293
498	Tier	T	N	N09a	TN09a	Rameaux_cascade	"Dans grande cascade juste avant les maisons; acces en remontant l'impasse puis le cours de la riviere jusqu'a la cascade; nid sur le mur juste a gauche de la cascade, tres humide!"	RAS	RAS	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5267500	5,7412148	268
499	Tier	T	N	N09a	TN09a	Rameaux_cascade_2	2e nid dans meme cascade	RAS	RAS	RAS		73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5267500	5,7412148	268
486	Tier	T	N	N10a	TN10a	Belle_etoile_aval_2	Dans tunnel du petit affleunt a l'aval du grand pont. Meurtriere cote amont. Inspecter aussi autres meurtireres RD et RG (vieux nids)	RG	RAS	Lampe	2018	73039	BELMONT-TRAMONET	73	SAVOIE	RHONE-ALPES	45,5565821	5,6886864	238
496	Tier	T	N	N11a	TN11a	Resistance_cascade	Nid dans grande cascade (observations mais non trouve, inaccessibe)	RAS	RAS	RAS	Attention Leptospirose en 2018 (ruisseau du Grenant)	73058	LA BRIDOIRE	73	SAVOIE	RHONE-ALPES	45,5252680	5,7434320	300
557	Vence	V	B	B01a	VB01a	Combe_soleil	Continuer sur le chemin de ski de fond situe sur la RD. Nichoir sous buse rectangulaire RD.	RD	A COMPLETER	RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2661655	5,7944406	1059
556	Vence	V	B	B02a	VB02a	Combe_noire	Prendre le chemin de la station de ski de fond. Descendre en amont (15 a 20 mn de marche pour faire Combe_noire et Combe_soleil)	A COMPLETER		RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2609928	5,7879496	1019
558	Vence	V	B	B03a	VB03a	Mollard_giroud	Descendre en aval	Milieu	Donne vers l'aval	RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2563898	5,7772583	975
559	Vence	V	B	B04a	VB04a	Gouillat	Descendre en amont RG	A COMPLETER		RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2546188	5,7712126	956
553	Vence	V	B	B05a	VB05a	Churut	Nichoir en aval du petit pont/buse	A COMPLETER		RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2664299	5,7834220	1084
554	Vence	V	B	B06a	VB06a	Praillieres	Descendre en amont	RG	Donne vers l'amont	Corde ou echelle	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2622464	5,7785296	1026
555	Vence	V	B	B07a	VB07a	Beauches	Descendre par le chemin a la fin de la route (nichoir en amont de la buse)	Amont	Donne vers l'amont	RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2606152	5,7679939	995
561	Vence	V	B	B08a	VB08a	Pillonnieres	Sous pont route principale. Descendre en aval RG	RG	Donne vers l'aval	RAS	Pose le 24/11/2016	38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2491051	5,7652581	924
563	Vence	V	B	B09a	VB09a	Vence_village	Aller jusqu'au bout de la voie sans issue puis descendre par le chemin carrossable jusqu'au pont.	RD	Donne vers l'aval	RAS	Pose le 24/11/2016	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2435606	5,7528877	740
564	Vence	V	B	B10a	VB10a	Frette_bas	Se garer en haut du chemin (boite aux lettres), continuer a pied sur le chemin puis descendre a droite dans le champs avant la derniere maison (1ere passerelle)	RG	RAS	RAS	Plus de nichoir en 2018 - Pose le 25/11/2016	38126	CORENC	38	ISERE	RHONE-ALPES	45,2456606	5,7470834	701
545	Vence	V	B	B11a	VB11a	Pont_vence	Descendre en amont RD	A COMPLETER		RAS	Pose le 22/11/2016	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2481760	5,7418478	608
540	Vence	V	B	B12a	VB12a	Rivoire	Descendre grace a la corde en amont RG	RD	Donne vers RG	Petite echelle		38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2522925	5,7304859	468
542	Vence	V	B	B13a	VB13a	Pont_dormie	Depuis Rivoire, suivre le chemin a gauche de la maison aux volets rouges, traverser le jardin (tirolienne) jusqu'a la passerelle en bois	Milieu / RD	Donne vers l'amont	Echelle telescopique	Pose le 06/12/2017 	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2521188	5,7320953	478
543	Vence	V	B	B14a	VB14a	Chateau	Descendre en aval RG	RG	Donne vers RD	RAS	Pose le 22/02/2017	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2495280	5,7257652	446
544	Vence	V	B	B15a	VB15a	Groule	Descente en aval (petit tunnel)	Aval	Donne vers l'aval	RAS	Pose le 22/02/2017	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2475188	5,7225680	465
538	Vence	V	B	B16a	VB16a	Jars	Descendre en aval RG	Milieu	Donne vers l'aval	RAS	Pose le 22/11/2016	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2593918	5,7195854	667
539	Vence	V	B	B17a	VB17a	Quaix	Petit pont sur route en sens unique. Descendre en aval RG	RG	Donne vers RD	RAS	Pose le 22/11/2016	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2528892	5,7202184	513
525	Vence	V	B	B18a	VB18a	Pont_oulle	Possibilite de nid naturel rive gauche	RG	A COMPLETER		Plus de nichoir	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2471878	5,6988741	273
523	Vence	V	B	B19a	VB19a	Monta	Sous pont/passerelle blanche. Descendre par la RG en amont de la petite passerelle aux barreaux verts	RG	Donne vers RD	Echelle ?	Pose le 22/11/2016	38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2365651	5,6893301	225
521	Vence	V	B	B20a	VB20a	Visancourt	Descendre en aval RG (mais si bcp d'eau descendre en aval RD pour eviter de traverser le vence)	Milieu	Donne vers RD	Echelle		38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2326684	5,6857949	217
519	Vence	V	B	B21a	VB21a	Egreve_centre	Sous pont route principale et tram'. Descente en amont RD.	Milieu	Donne vers l'amont / RG	Echelle 3 pans	Pose le 22/11/2016 - remonte le 06/12/2017	38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2295233	5,6831450	214
552	Vence	V	B	B22a	VB22a	Fontfroide	Descendre en amont	A COMPLETER		RAS	Pose le 25/11/2016	38472	SARCENAS	38	ISERE	RHONE-ALPES	45,2768192	5,7583594	1051
550	Vence	V	B	B23a	VB23a	Pissou	Descendre en aval RD	RD	Donne vers RG	RAS	Pose le 25/11/2016	38472	SARCENAS	38	ISERE	RHONE-ALPES	45,2767211	5,7576942	1051
549	Vence	V	B	B24a	VB24a	Cotes	Descendre par le chemin jusqu'au pont (boite aux lettres verte au debut du chemin carrossable). Descente en amont	A COMPLETER		RAS	Pose le 22/11/2016	38472	SARCENAS	38	ISERE	RHONE-ALPES	45,2710320	5,7540840	980
548	Vence	V	B	B25a	VB25a	Palaquit	Se garer au niveau du reservoir tague et descendre en amont du pont RG	A COMPLETER		RAS	Pose le 22/11/2016	38472	SARCENAS	38	ISERE	RHONE-ALPES	45,2689850	5,7541890	957
546	Vence	V	B	B26a	VB26a	Fontvieille	Se garer au bout de la route derriere la maison/ferme (avertir proprio). Desendre par le chemin, passer les deux virages puis descendre par le champs (en longeant la cloture de droite) jusqu'au petit chemin qui longe la riviere jusqu'a la passerelle en bois	Milieu / RD	Donne vers RG	RAS	Pose le 22/11/2016	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2651210	5,7441350	685
537	Vence	V	B	B27a	VB27a	Fourneaux	Descendre en amont RG	RD	Donne vers RG	RAS	Pose le 25/11/2016	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2970789	5,7238984	946
536	Vence	V	B	B28a	VB28a	Pierre_arche	"Descendre par le chemin (maison aux volets bleus en contre bas) jusqu'a la maison (notee ""1990""). Fine passerelle au niveau de cette maison, acces en amont RG"	Milieu / RG	Donne vers RG	Echelle 3 pans ou telescopique	Pose le 06/12/2017	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2874482	5,7138777	785
534	Vence	V	B	B29a	VB29a	Pomarey_passerelle	Passerelle en beton. Acces par le chemin qui descend entre les deux maisons en pierres	RG	Donne vers RD	RAS	Pose le 06/12/2017	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2846175	5,7124937	760
533	Vence	V	B	B30a	VB30a	Pomarey	Sous le pont de la route principale, descendre en amont RG	A COMPLETER		RAS	Pose le 25/11/2016	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2836588	5,7126975	768
530	Vence	V	B	B31a	VB31a	Gua_tenaison	Sous ancien pont juste en aval du pont de la route	A COMPLETER			Pose le 25/11/2016	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2765474	5,7055521	642
528	Vence	V	B	B32a	VB32a	Moulin_brieux	Se garer sur la route principale au niveau de l'Eglise et descendre par la route en contre-bas puis par le chemin. Nichoir sur mur RD presque sous la passerelle en bois avec barreaux verts.	RD	Donne vers RG	Echelle ?	Pose le 20 / 01 / 2017 	38325	PROVEYSIEUX	38	ISERE	RHONE-ALPES	45,2644061	5,7029450	426
560	Vence	V	N	N01a	VN01a	Gouillat_2	Sous pont du nichoir	A COMPLETER		RAS		38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2545583	5,7712984	956
562	Vence	V	N	N02a	VN02a	Pillonnieres_aval	Dans tunnel sous la maison, cote amont. Verifier aussi vieux nid en aval	Amont	RAS	Lampe		38471	LE SAPPEY-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2485234	5,7647002	921
565	Vence	V	N	N03a	VN03a	Frette_bas_2	Sous pont du nichoir mais certains ne sont pas de cincle (troglodyte)	Milieu	RAS	RAS		38126	CORENC	38	ISERE	RHONE-ALPES	45,2456606	5,7470834	701
526	Vence	V	N	N04a	VN04a	Oulle_amont	Sur sorte de petite falaise rive droite, facile a trouver	RD	RAS	RAS	Trouve vers fin juillet 2018	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2488180	5,6987607	295
527	Vence	V	N	N05a	VN05a	Oulle_amont_2	Sur un gros caillou plein de mousse rive gauche, entree un peu abimee, nid completement sec plus trop de notion de distance mais pas tres loin en amont du bien vert sur sorte de petite falaise	RG	RAS	RAS	Trouve vers fin juillet 2018	38328	QUAIX-EN-CHARTREUSE	38	ISERE	RHONE-ALPES	45,2488747	5,6989002	295
524	Vence	V	N	N06a	VN06a	Champy_barrage	Cascade au niveau d'un ancien barrage - a surveiller pour nids naturels (mais difficile de poser un nichoir)	RD	RAS	RAS		38382	SAINT-EGREVE	38	ISERE	RHONE-ALPES	45,2454944	5,6960249	263
